9.0,2.4,77.09,0
4.6,2.9,75.57,0
7.9,2.8,70.35,0
5.6,2.6,79.65,0
9.1,3.3,69.26,0
9.4,4.9,61.17,0
1.6,3.2,57.74,0
2.6,1.7,80.87,0
5.6,2.1,81.74,0
1.1,3.9,72.96,0
1.9,2.2,61.04,0
0.0,2.2,55.96,0
0.0,2.3,65.26,0
2.3,1.7,68.83,0
4.0,1.5,71.26,0
9.0,1.9,66.22,0
4.3,2.9,63.91,0
0.0,3.5,69.7,0
2.6,2.4,84.09,0
0.0,1.5,78.39,0
0.0,1.7,73.22,0
4.0,1.8,63.04,0
4.4,3.3,60.43,0
0.3,3.8,63.43,0
1.8,1.8,55.87,0
8.9,1.4,56.61,0
6.8,2.4,53.26,0
2.3,3.2,52.61,0
4.4,2.5,59.78,0
0.0,2.8,81.87,0
0.1,2.0,51.09,0
4.0,2.4,66.52,0
0.0,1.7,53.65,0
2.5,1.6,49.57,0
3.8,2.0,49.04,0
6.3,2.3,59.87,0
1.9,2.6,66.91,0
1.4,3.0,69.74,0
8.3,2.0,70.17,0
5.6,0.0,80.09,0
10.0,0.0,83.96,0
4.9,2.7,63.74,0
6.3,2.4,43.43,0
10.0,4.5,62.13,0
10.0,3.6,85.52,0
5.6,5.2,71.74,0
0.0,3.2,50.04,0
6.9,2.2,60.43,0
6.9,1.9,64.22,0
2.6,3.4,76.17,0
0.0,3.0,73.39,0
0.0,2.7,46.35,0
1.4,1.8,54.17,0
5.0,1.6,67.0,0
6.5,1.5,42.3,0
2.9,1.8,42.83,0
0.5,1.4,58.13,0
3.1,1.6,73.83,0
4.8,1.7,73.35,0
9.5,2.6,48.96,0
5.8,2.0,35.22,0
