46,1109,711,729,6.0,0
57,1108,713,727,8.0,0
57,1106,716,724,9.0,0
29,1104,718,722,3.0,0
25,1103,720,720,3.0,0
38,1101,723,717,4.0,0
42,1100,725,715,6.0,0
53,1098,728,712,7.0,0
66,1097,730,710,11.0,0
97,1095,733,707,20.0,0
78,1094,734,706,14.0,0
97,1092,737,703,24.0,0
105,1091,739,701,20.0,0
105,1089,742,698,16.0,0
25,1088,744,696,3.0,0
55,1086,747,693,8.0,0
66,1085,749,691,11.0,0
42,1083,752,688,5.0,0
68,1082,754,686,12.0,0
80,1080,756,684,10.0,0
42,1079,758,682,4.0,0
46,1078,760,680,5.0,0
66,1076,763,677,10.0,0
78,1075,765,675,13.0,0
91,1057,797,643,18.0,0
78,1056,799,641,14.0,0
91,1055,801,639,20.0,0
95,1054,803,637,23.0,0
115,1053,805,635,29.0,0
105,1052,807,633,25.0,0
127,1051,809,631,34.0,0
153,1050,811,629,41.0,0
152,1049,813,627,37.0,0
95,1048,815,625,21.0,0
38,1047,817,623,4.0,0
38,1046,819,621,6.0,0
57,1045,821,619,8.0,0
66,1044,824,616,8.0,0
70,1043,826,614,10.0,0
82,1043,827,613,14.0,0
134,1042,829,611,26.0,0
152,1041,831,609,26.0,0
139,1040,833,607,24.0,0
102,1040,834,606,20.0,0
142,1039,836,604,26.0,0
169,1039,837,603,56.0,0
188,1038,839,601,89.0,0
176,1037,841,599,76.0,0
115,1037,842,598,15.0,0
93,1037,843,597,11.0,0
82,1036,845,595,13.0,0
129,1036,846,594,18.0,0
80,1035,848,592,13.0,0
102,1035,849,591,21.0,0
124,1035,850,590,31.0,0
137,1034,852,588,33.0,0
72,1034,853,587,16.0,0
63,1034,854,586,11.0,0
74,1034,855,585,14.0,0
72,1034,856,584,10.0,0
74,1034,857,583,13.0,0
95,1033,859,581,23.0,0
107,1033,860,580,24.0,0
134,1033,860,580,32.0,0
112,1034,860,580,24.0,0
97,1034,861,579,21.0,0
84,1034,862,578,18.0,0
155,1034,863,577,43.0,0
115,1034,863,577,25.0,0
72,1034,864,576,11.0,0
93,1035,864,576,19.0,0
161,1035,865,575,50.0,0
164,1035,865,575,52.0,0
99,1035,866,574,16.0,0
76,1036,865,575,13.0,0
97,1036,866,574,15.0,0
144,1037,866,574,27.0,0
151,1037,866,574,31.0,0
95,1038,866,574,18.0,0
127,1038,866,574,27.0,0
132,1039,866,574,31.0,0
78,1039,866,574,13.0,0
66,1040,865,575,10.0,0
91,1041,865,575,17.0,0
129,1041,865,575,32.0,0
151,1042,864,576,38.0,0
97,1043,864,576,18.0,0
78,1044,863,577,8.0,0
