month_group,avg (temperature)_group,max (temperature)_group,min (temperature)_group,avg (humidity)_group,max (humidity)_group,min (humidity)_group,power_group,avg(wind speed)_group,avg(local pressure)_group,avg(cloud cover)_group,avg(ground temperature)_group,avg(evaporation volume)_group,sun_rise_group,sun_set_group,sun_max_group,day_duration_group,night_duration_group,day_avg_temperature_app_group,night_avg_temperature_app_group,Nitrogen Dioxide Concentration (ppm)_group,Ozone Concentration (ppm)_group,Carbon Monoxide Concentration (ppm)_group,Sulfur Dioxide Concentration (ppm)_group,Particulate Matter (micrograms per cubic meter)_group,Fine Particulate Matter (micrograms per cubic meter)_group,AQI_group,label
11,5,6.0,4.0,7,10,4.0,11,5,65,1.0,62.0,10.0,44,105,148,123,166,5,4.0,6,2,3,2.0,3,2.0,7,0
11,6,7.0,5.0,8,11,2.0,13,4,62,5.0,60.0,9.0,44,105,148,123,166,6,5.0,6,4,4,3.0,5,3.0,12,0
11,6,7.0,5.0,8,13,1.0,11,4,64,9.0,57.0,9.0,44,105,148,122,167,6,5.0,6,3,4,2.0,6,3.0,14,0
11,5,6.0,4.0,7,12,1.0,7,4,47,19.0,55.0,3.0,44,105,148,122,167,6,5.0,6,3,4,2.0,5,3.0,12,0
11,5,6.0,4.0,7,11,1.0,11,6,37,9.0,54.0,7.0,44,105,148,122,167,5,4.0,7,2,3,2.0,4,2.0,9,0
11,6,7.0,5.0,8,11,6.0,9,8,45,1.0,53.0,9.0,44,104,148,121,168,6,5.0,6,6,2,3.0,5,3.0,13,0
11,6,7.0,6.0,11,13,7.0,14,5,44,6.0,51.0,7.0,44,104,148,121,168,6,6.0,6,7,4,3.0,9,6.0,15,0
11,6,7.0,5.0,10,13,3.0,9,4,56,1.0,49.0,11.0,44,104,148,121,168,6,5.0,8,3,7,3.0,13,9.0,17,0
11,6,6.0,5.0,9,12,6.0,15,4,52,1.0,48.0,11.0,44,104,148,120,169,6,5.0,7,3,5,3.0,10,8.0,16,0
11,4,5.0,3.0,7,12,4.0,6,4,42,9.0,46.0,9.0,44,104,148,120,169,4,4.0,1,5,1,2.0,4,2.0,10,0
11,3,4.0,3.0,6,9,4.0,11,7,37,9.0,46.0,9.0,45,104,148,120,169,4,3.0,2,5,1,1.0,3,2.0,8,0
11,4,5.0,3.0,7,8,6.0,12,8,66,1.0,45.0,9.0,45,104,148,120,170,5,4.0,5,3,2,3.0,3,2.0,7,0
11,5,5.0,4.0,5,10,1.0,14,4,73,4.0,45.0,10.0,45,104,148,119,170,5,4.0,5,3,3,3.0,5,2.0,11,0
11,4,5.0,3.0,5,8,1.0,7,3,58,18.0,44.0,6.0,45,104,148,119,170,4,4.0,4,4,2,2.0,3,2.0,6,0
11,4,5.0,3.0,5,8,,5,5,37,14.0,42.0,5.0,45,104,148,119,170,5,4.0,5,3,4,3.0,4,3.0,9,0
11,4,6.0,3.0,5,9,,17,7,51,5.0,41.0,8.0,45,104,149,119,171,5,4.0,7,2,5,3.0,5,4.0,11,0
11,5,6.0,4.0,6,8,4.0,10,6,59,9.0,41.0,6.0,45,104,149,118,171,6,4.0,8,1,5,3.0,5,4.0,12,0
11,5,5.0,4.0,10,14,7.0,13,6,66,1.0,39.0,7.0,45,104,149,118,171,5,4.0,5,3,2,2.0,2,2.0,6,0
12,3,4.0,3.0,4,6,2.0,9,5,61,1.0,38.0,7.0,45,104,149,118,171,4,3.0,1,5,1,2.0,2,2.0,5,0
12,4,4.0,3.0,7,10,4.0,18,5,58,9.0,36.0,7.0,45,104,149,118,172,4,3.0,4,3,2,2.0,2,2.0,6,0
12,4,4.0,3.0,5,12,,13,4,62,1.0,34.0,8.0,46,104,149,117,172,4,4.0,2,4,2,2.0,2,1.0,6,0
12,4,5.0,3.0,4,7,1.0,10,4,53,6.0,33.0,9.0,46,104,149,117,172,4,3.0,4,3,2,2.0,2,2.0,6,0
12,4,5.0,3.0,4,6,1.0,12,5,44,8.0,31.0,7.0,46,104,149,117,172,5,4.0,6,2,5,3.0,3,3.0,8,0
12,5,6.0,3.0,6,9,2.0,12,5,29,13.0,30.0,5.0,46,104,149,117,173,5,4.0,7,1,4,3.0,4,3.0,9,0
12,5,6.0,4.0,7,10,3.0,10,6,38,4.0,30.0,9.0,46,104,149,117,173,5,4.0,8,1,6,3.0,5,4.0,12,0
12,5,6.0,4.0,8,12,3.0,12,7,35,3.0,30.0,8.0,46,104,149,117,173,5,4.0,7,1,5,3.0,4,3.0,10,0
12,5,5.0,4.0,8,11,6.0,14,5,44,17.0,30.0,4.0,46,104,149,116,173,5,4.0,7,1,3,2.0,3,3.0,8,0
12,5,5.0,5.0,10,13,8.0,12,1,54,12.0,30.0,1.0,46,104,149,116,173,5,5.0,6,1,4,2.0,3,2.0,7,0
12,5,5.0,4.0,11,13,8.0,14,1,44,,31.0,3.0,46,104,150,116,173,5,5.0,5,3,5,2.0,6,5.0,14,0
12,4,4.0,3.0,7,12,1.0,12,6,51,10.0,33.0,6.0,46,104,150,116,173,4,3.0,2,5,3,2.0,4,3.0,10,0
12,3,4.0,2.0,3,5,,15,5,64,13.0,33.0,7.0,46,104,150,116,173,3,3.0,3,4,1,2.0,2,2.0,6,0
12,4,5.0,3.0,6,12,4.0,9,10,54,,33.0,3.0,46,104,150,116,173,5,4.0,6,2,2,2.0,3,2.0,8,0
12,5,5.0,5.0,11,14,7.0,12,8,34,,33.0,3.0,47,104,150,116,174,5,5.0,7,3,4,2.0,7,5.0,15,0
12,5,5.0,4.0,8,12,2.0,17,11,53,12.0,31.0,6.0,47,104,150,116,174,5,5.0,7,3,5,3.0,8,6.0,15,0
12,3,4.0,2.0,4,7,1.0,15,7,76,1.0,31.0,6.0,47,104,150,115,174,3,2.0,1,5,1,2.0,4,2.0,8,0
12,2,3.0,1.0,6,13,1.0,14,5,78,14.0,30.0,5.0,47,104,150,116,174,3,2.0,4,3,2,2.0,2,2.0,6,0
12,3,4.0,2.0,7,14,2.0,12,4,65,14.0,28.0,4.0,47,104,150,115,174,4,3.0,4,3,3,2.0,3,2.0,8,0
12,4,6.0,3.0,9,12,6.0,11,7,63,6.0,26.0,5.0,47,104,150,115,174,5,4.0,8,3,5,2.0,5,3.0,13,0
12,5,5.0,4.0,9,14,1.0,14,7,69,1.0,24.0,5.0,47,104,151,115,174,5,4.0,7,3,5,2.0,6,4.0,14,0
12,4,5.0,3.0,3,6,,11,6,80,1.0,23.0,5.0,47,104,151,115,174,5,3.0,6,2,3,2.0,3,2.0,8,0
12,4,5.0,3.0,5,7,1.0,16,4,81,3.0,21.0,6.0,47,104,151,115,174,5,4.0,9,1,5,3.0,5,3.0,11,0
12,4,4.0,2.0,7,10,6.0,9,4,70,11.0,20.0,5.0,47,104,151,115,174,4,3.0,6,2,4,2.0,5,4.0,12,0
12,1,2.0,1.0,3,4,,8,4,65,14.0,19.0,3.0,47,104,151,115,174,2,1.0,1,5,1,2.0,3,2.0,6,0
12,1,2.0,,3,4,,21,4,66,6.0,18.0,6.0,47,105,151,116,174,2,1.0,1,5,1,1.0,2,1.0,5,0
12,2,3.0,1.0,6,10,2.0,12,3,69,2.0,17.0,6.0,47,105,151,116,174,2,1.0,6,2,3,2.0,3,2.0,8,0
12,3,3.0,2.0,9,12,6.0,12,4,66,7.0,16.0,6.0,47,105,151,116,174,3,2.0,8,1,6,3.0,5,4.0,11,0
12,4,5.0,3.0,9,11,5.0,5,4,63,10.0,15.0,5.0,47,105,151,116,173,4,3.0,6,2,5,3.0,6,4.0,14,0
12,3,4.0,2.0,4,6,1.0,17,6,44,20.0,14.0,2.0,47,105,151,116,173,3,2.0,3,4,1,2.0,3,2.0,8,0
12,2,3.0,2.0,1,2,,12,5,44,12.0,14.0,3.0,47,105,152,116,173,2,2.0,2,6,1,2.0,3,1.0,6,0
